Bioma,Specie,Sesso,analisar,local,ordemTPS,long,lat,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,AET,NPP,CHMmais2
AF,Sapajus_nigritus,M,y,45,1,-51.767,-27.417,1.264817823,2.056904851,1.740362689,3.499274582,2.456366033,1.908485019,2.311753861,2.235528447,2.250420002,2.346352974,2.155336037,3.229681842,2.303196057,2.053078443,1.278753601,2.7084209,2.565847819,2.650307523,2.565847819,1.837791645,0.045714036,1.322219295
SV,Sapajus_cay,Indefinito,n,25,2,-56.283,-21.8,1.367355921,2.068185862,1.785329835,3.396548038,2.503790683,2.10720997,2.281033367,2.408239965,2.29666519,2.411619706,2.29666519,3.135768515,2.245512668,1.633468456,1.568201724,2.698100546,2.209515015,2.611723308,2.372912003,1.984327914,-0.121478215,1.041392685
AM,Sapajus_apella,M,y,5,3,-49.217,-5.233,1.431363764,1.991226076,1.908485019,2.521138084,2.522444234,2.328379603,2.079181246,2.424881637,2.436162647,2.437750563,2.424881637,3.280805928,2.555094449,1.204119983,1.892094603,2.992111488,1.826074803,1.913813852,2.992111488,1.961619455,-0.136677129,0.301029996
AM,Sapajus_apella,M,y,5,4,-49.217,-5.233,1.431363764,1.991226076,1.908485019,2.521138084,2.522444234,2.328379603,2.079181246,2.424881637,2.436162647,2.437750563,2.424881637,3.280805928,2.555094449,1.204119983,1.892094603,2.992111488,1.826074803,1.913813852,2.992111488,1.961619455,-0.136677129,0.301029996
AM,Sapajus_apella,M,y,5,5,-49.217,-5.233,1.431363764,1.991226076,1.908485019,2.521138084,2.522444234,2.328379603,2.079181246,2.424881637,2.436162647,2.437750563,2.424881637,3.280805928,2.555094449,1.204119983,1.892094603,2.992111488,1.826074803,1.913813852,2.992111488,1.961619455,-0.136677129,0.301029996
AM,Sapajus_apella,M,y,5,6,-49.217,-5.233,1.431363764,1.991226076,1.908485019,2.521138084,2.522444234,2.328379603,2.079181246,2.424881637,2.436162647,2.437750563,2.424881637,3.280805928,2.555094449,1.204119983,1.892094603,2.992111488,1.826074803,1.913813852,2.992111488,1.961619455,-0.136677129,0.301029996
AM,Sapajus_apella,F,y,15,7,-59,-2.883,1.42975228,1.934498451,1.913813852,2.64246452,2.511883361,2.344392274,2.017033339,2.423245874,2.436162647,2.439332694,2.423245874,3.34752516,2.499687083,1.924279286,1.633468456,2.930949031,2.434568904,2.46686762,2.928395852,2.098737151,-0.084072788,1.491361694
AM,Sapajus_apella,F,y,14,8,-59.05,-2.9,1.432969291,1.934498451,1.913813852,2.632457292,2.514547753,2.348304863,2.017033339,2.426511261,2.439332694,2.442479769,2.424881637,3.351603072,2.494154594,1.939519253,1.62324929,2.92890769,2.445604203,2.482873584,2.924795996,2.093419227,-0.06449274,1.278753601
AM,Sapajus_apella,F,y,6,9,-72.883,-5.167,1.418301291,2,1.919078092,2.600972896,2.506505032,2.303196057,2.079181246,2.419955748,2.411619706,2.424881637,2.408239965,3.378579576,2.456366033,2.004321374,1.477121255,2.892094603,2.547774705,2.796574333,2.550228353,2.104203285,-0.007446491,1.51851394
SV,Sapajus_apella,M,y,1,10,-52.25,-15.883,1.408239965,2.096910013,1.819543936,3.102433706,2.527629901,2.173186268,2.274157849,2.418301291,2.376576957,2.428134794,2.374748346,3.202488317,2.492760389,0.698970004,1.908485019,2.909020854,1.431363764,2.615950052,1.633468456,1.906754063,-0.119186413,0.301029996
AM,Sapajus_apella,F,y,13,11,-58.95,-2.917,1.428134794,1.934498451,1.908485019,2.633468456,2.511883361,2.342422681,2.021189299,2.421603927,2.434568904,2.437750563,2.421603927,3.343999069,2.501059262,1.913813852,1.643452676,2.931966115,2.424881637,2.45484486,2.931457871,2.098737151,-0.084072788,1.531478917
AM,Sapajus_apella,F,y,12,12,-59.983,-3.067,1.437750563,1.919078092,1.908485019,2.668385917,2.517195898,2.356025857,2.008600172,2.431363764,2.445604203,2.447158031,2.42975228,3.334252642,2.465382851,1.792391689,1.653212514,2.919078092,2.348304863,2.439332694,2.910624405,2.091748886,-0.051587029,1.146128036
AM,Sapajus_apella,F,y,13,13,-58.95,-2.917,1.428134794,1.934498451,1.908485019,2.633468456,2.511883361,2.342422681,2.021189299,2.421603927,2.434568904,2.437750563,2.421603927,3.343999069,2.501059262,1.913813852,1.643452676,2.931966115,2.424881637,2.45484486,2.931457871,2.098737151,-0.084072788,1.531478917
AM,Sapajus_apella,F,y,13,14,-58.95,-2.917,1.428134794,1.934498451,1.908485019,2.633468456,2.511883361,2.342422681,2.021189299,2.421603927,2.434568904,2.437750563,2.421603927,3.343999069,2.501059262,1.913813852,1.643452676,2.931966115,2.424881637,2.45484486,2.931457871,2.098737151,-0.084072788,1.531478917
AM,Sapajus_apella,F,y,3,15,-63.467,-8.75,1.414973348,2.012837225,1.857332496,2.762678564,2.51851394,2.271841607,2.155336037,2.411619706,2.408239965,2.426511261,2.401400541,3.359835482,2.558708571,1.361727836,1.799340549,3.004321374,1.991226076,2.699837726,2.274157849,2.038624145,-0.069050976,1.491361694
AM,Sapajus_apella,F,y,3,16,-63.467,-8.75,1.414973348,2.012837225,1.857332496,2.762678564,2.51851394,2.271841607,2.155336037,2.411619706,2.408239965,2.426511261,2.401400541,3.359835482,2.558708571,1.361727836,1.799340549,3.004321374,1.991226076,2.699837726,2.274157849,2.038624145,-0.069050976,1.491361694
AM,Sapajus_apella,M,y,3,17,-63.467,-8.75,1.414973348,2.012837225,1.857332496,2.762678564,2.51851394,2.271841607,2.155336037,2.411619706,2.408239965,2.426511261,2.401400541,3.359835482,2.558708571,1.361727836,1.799340549,3.004321374,1.991226076,2.699837726,2.274157849,2.038624145,-0.069050976,1.491361694
AM,Sapajus_apella,M,y,3,18,-63.467,-8.75,1.414973348,2.012837225,1.857332496,2.762678564,2.51851394,2.271841607,2.155336037,2.411619706,2.408239965,2.426511261,2.401400541,3.359835482,2.558708571,1.361727836,1.799340549,3.004321374,1.991226076,2.699837726,2.274157849,2.038624145,-0.069050976,1.491361694
AM,Sapajus_apella,M,y,3,19,-63.467,-8.75,1.414973348,2.012837225,1.857332496,2.762678564,2.51851394,2.271841607,2.155336037,2.411619706,2.408239965,2.426511261,2.401400541,3.359835482,2.558708571,1.361727836,1.799340549,3.004321374,1.991226076,2.699837726,2.274157849,2.038624145,-0.069050976,1.491361694
AM,Sapajus_apella,M,y,10,20,-49.783,-4.317,1.432969291,2.012837225,1.939519253,2.517195898,2.521138084,2.330413773,2.071882007,2.428134794,2.437750563,2.439332694,2.424881637,3.362859303,2.630427875,1.414973348,1.886490725,3.081347308,1.973127854,2.139879086,3.06595298,1.986999104,-0.052076368,1.431363764
AM,Sapajus_apella,F,y,3,21,-63.467,-8.75,1.414973348,2.012837225,1.857332496,2.762678564,2.51851394,2.271841607,2.155336037,2.411619706,2.408239965,2.426511261,2.401400541,3.359835482,2.558708571,1.361727836,1.799340549,3.004321374,1.991226076,2.699837726,2.274157849,2.038624145,-0.069050976,1.491361694
AM,Sapajus_apella,M,y,3,22,-63.467,-8.75,1.414973348,2.012837225,1.857332496,2.762678564,2.51851394,2.271841607,2.155336037,2.411619706,2.408239965,2.426511261,2.401400541,3.359835482,2.558708571,1.361727836,1.799340549,3.004321374,1.991226076,2.699837726,2.274157849,2.038624145,-0.069050976,1.491361694
AM,Sapajus_apella,M,y,3,23,-63.467,-8.75,1.414973348,2.012837225,1.857332496,2.762678564,2.51851394,2.271841607,2.155336037,2.411619706,2.408239965,2.426511261,2.401400541,3.359835482,2.558708571,1.361727836,1.799340549,3.004321374,1.991226076,2.699837726,2.274157849,2.038624145,-0.069050976,1.491361694
AM,Sapajus_apella,M,y,3,24,-63.467,-8.75,1.414973348,2.012837225,1.857332496,2.762678564,2.51851394,2.271841607,2.155336037,2.411619706,2.408239965,2.426511261,2.401400541,3.359835482,2.558708571,1.361727836,1.799340549,3.004321374,1.991226076,2.699837726,2.274157849,2.038624145,-0.069050976,1.491361694
AM,Sapajus_apella,M,y,3,25,-63.467,-8.75,1.414973348,2.012837225,1.857332496,2.762678564,2.51851394,2.271841607,2.155336037,2.411619706,2.408239965,2.426511261,2.401400541,3.359835482,2.558708571,1.361727836,1.799340549,3.004321374,1.991226076,2.699837726,2.274157849,2.038624145,-0.069050976,1.491361694
AM,Sapajus_apella,M,y,20,26,-57.033,-1.083,1.439332694,1.954242509,1.908485019,2.781755375,2.5289167,2.356025857,2.045322979,2.42975228,2.447158031,2.451786436,2.428134794,3.412292509,2.610660163,1.939519253,1.681241237,3.047274867,2.5132176,2.517195898,2.956648579,2.115445089,-0.134303924,1.491361694
AM,Sapajus_apella,M,y,20,27,-57.033,-1.083,1.439332694,1.954242509,1.908485019,2.781755375,2.5289167,2.356025857,2.045322979,2.42975228,2.447158031,2.451786436,2.428134794,3.412292509,2.610660163,1.939519253,1.681241237,3.047274867,2.5132176,2.517195898,2.956648579,2.115445089,-0.134303924,1.491361694
AM,Sapajus_apella,F,y,20,28,-57.033,-1.083,1.439332694,1.954242509,1.908485019,2.781755375,2.5289167,2.356025857,2.045322979,2.42975228,2.447158031,2.451786436,2.428134794,3.412292509,2.610660163,1.939519253,1.681241237,3.047274867,2.5132176,2.517195898,2.956648579,2.115445089,-0.134303924,1.491361694
AM,Sapajus_apella,F,y,20,29,-57.033,-1.083,1.439332694,1.954242509,1.908485019,2.781755375,2.5289167,2.356025857,2.045322979,2.42975228,2.447158031,2.451786436,2.428134794,3.412292509,2.610660163,1.939519253,1.681241237,3.047274867,2.5132176,2.517195898,2.956648579,2.115445089,-0.134303924,1.491361694
AM,Sapajus_apella,M,y,20,30,-57.033,-1.083,1.439332694,1.954242509,1.908485019,2.781755375,2.5289167,2.356025857,2.045322979,2.42975228,2.447158031,2.451786436,2.428134794,3.412292509,2.610660163,1.939519253,1.681241237,3.047274867,2.5132176,2.517195898,2.956648579,2.115445089,-0.134303924,1.491361694
AM,Sapajus_apella,F,y,20,31,-57.033,-1.083,1.439332694,1.954242509,1.908485019,2.781755375,2.5289167,2.356025857,2.045322979,2.42975228,2.447158031,2.451786436,2.428134794,3.412292509,2.610660163,1.939519253,1.681241237,3.047274867,2.5132176,2.517195898,2.956648579,2.115445089,-0.134303924,1.491361694
AM,Sapajus_apella,M,y,20,32,-57.033,-1.083,1.439332694,1.954242509,1.908485019,2.781755375,2.5289167,2.356025857,2.045322979,2.42975228,2.447158031,2.451786436,2.428134794,3.412292509,2.610660163,1.939519253,1.681241237,3.047274867,2.5132176,2.517195898,2.956648579,2.115445089,-0.134303924,1.491361694
AM,Sapajus_apella,F,y,20,33,-57.033,-1.083,1.439332694,1.954242509,1.908485019,2.781755375,2.5289167,2.356025857,2.045322979,2.42975228,2.447158031,2.451786436,2.428134794,3.412292509,2.610660163,1.939519253,1.681241237,3.047274867,2.5132176,2.517195898,2.956648579,2.115445089,-0.134303924,1.491361694
AM,Sapajus_apella,F,y,20,34,-57.033,-1.083,1.439332694,1.954242509,1.908485019,2.781755375,2.5289167,2.356025857,2.045322979,2.42975228,2.447158031,2.451786436,2.428134794,3.412292509,2.610660163,1.939519253,1.681241237,3.047274867,2.5132176,2.517195898,2.956648579,2.115445089,-0.134303924,1.491361694
AM,Sapajus_apella,M,y,20,35,-57.033,-1.083,1.439332694,1.954242509,1.908485019,2.781755375,2.5289167,2.356025857,2.045322979,2.42975228,2.447158031,2.451786436,2.428134794,3.412292509,2.610660163,1.939519253,1.681241237,3.047274867,2.5132176,2.517195898,2.956648579,2.115445089,-0.134303924,1.491361694
AM,Sapajus_apella,F,y,8,36,-45.9,-4.733,1.419955748,2.037426498,1.892094603,2.728353782,2.521138084,2.28780173,2.139879086,2.414973348,2.421603927,2.431363764,2.409933123,3.122215878,2.418301291,1.079181246,1.919078092,2.870403905,1.643452676,2.08278537,2.190331698,1.907316229,-0.225483013,1.361727836
AM,Sapajus_apella,M,y,4,37,-45.233,-5.5,1.423245874,2.041392685,1.84509804,2.911157609,2.536558443,2.276461804,2.190331698,2.414973348,2.423245874,2.442479769,2.408239965,3.057666104,2.392696953,0.77815125,1.929418926,2.798650645,1.51851394,1.838849091,2.389166084,1.850494895,-0.280668722,1.079181246
AF,Sapajus_xanthosternos,M,n,79,38,-38.867,-15.85,1.383815366,1.86332286,1.812913357,3.08170727,2.46834733,2.26245109,2.045322979,2.352182518,2.403120521,2.40654018,2.352182518,3.206825876,2.247973266,2.029383778,1.230448921,2.691081492,2.534026106,2.545307116,2.63447727,2.000070769,0.00086771,0.301029996
AF,Sapajus_xanthosternos,M,n,79,39,-38.867,-15.85,1.383815366,1.86332286,1.812913357,3.08170727,2.46834733,2.26245109,2.045322979,2.352182518,2.403120521,2.40654018,2.352182518,3.206825876,2.247973266,2.029383778,1.230448921,2.691081492,2.534026106,2.545307116,2.63447727,2.000070769,0.00086771,0.301029996
AM,Sapajus_apella,F,y,8,40,-45.9,-4.733,1.419955748,2.037426498,1.892094603,2.728353782,2.521138084,2.28780173,2.139879086,2.414973348,2.421603927,2.431363764,2.409933123,3.122215878,2.418301291,1.079181246,1.919078092,2.870403905,1.643452676,2.08278537,2.190331698,1.907316229,-0.225483013,1.361727836
AF,Sapajus_xanthosternos,F,n,79,41,-38.867,-15.85,1.383815366,1.86332286,1.812913357,3.08170727,2.46834733,2.26245109,2.045322979,2.352182518,2.403120521,2.40654018,2.352182518,3.206825876,2.247973266,2.029383778,1.230448921,2.691081492,2.534026106,2.545307116,2.63447727,2.000070769,0.00086771,0.301029996
AF,Sapajus_xanthosternos,M,n,78,42,-42.55,-19.7,1.369215857,2.075546961,1.799340549,3.296445794,2.506505032,2.127104798,2.271841607,2.399673721,2.31386722,2.409933123,2.31386722,3.059184618,2.328379603,1.079181246,1.897627091,2.797959644,1.633468456,2.656098202,1.633468456,1.897126521,-0.017728776,1.544068044
AF,Sapajus_xanthosternos,Indefinito,n,80,43,-40.917,-13.917,1.380211242,2.004321374,1.851258349,3.13001195,2.484299839,2.214843848,2.149219113,2.397940009,2.340444115,2.404833717,2.340444115,2.767897616,2.103803721,0.477121255,1.919078092,2.499687083,1.278753601,2.356025857,1.278753601,1.656532268,-0.089909442,0.301029996
AM,Sapajus_apella,M,y,7,44,-46.567,-4.983,1.411619706,2.064457989,1.875061263,2.666517981,2.523746467,2.257678575,2.184691431,2.408239965,2.413299764,2.421603927,2.401400541,3.090610708,2.396199347,1.041392685,1.908485019,2.829303773,1.653212514,2.164352856,2.056904851,1.913615205,-0.175223549,1.447158031
AM,Sapajus_apella,M,y,16,45,-43.45,-2.617,1.434568904,1.929418926,1.908485019,2.7355989,2.514547753,2.348304863,2.017033339,2.424881637,2.445604203,2.445604203,2.424881637,3.233757363,2.552668216,0.84509804,1.954242509,2.987666265,1.414973348,1.414973348,2.987666265,1.945387343,-0.282329485,1.113943352
AM,Sapajus_apella,F,y,7,46,-46.567,-4.983,1.411619706,2.064457989,1.875061263,2.666517981,2.523746467,2.257678575,2.184691431,2.408239965,2.413299764,2.421603927,2.401400541,3.090610708,2.396199347,1.041392685,1.908485019,2.829303773,1.653212514,2.164352856,2.056904851,1.913615205,-0.175223549,1.447158031
AM,Sapajus_apella,M,y,8,47,-45.9,-4.733,1.419955748,2.037426498,1.892094603,2.728353782,2.521138084,2.28780173,2.139879086,2.414973348,2.421603927,2.431363764,2.409933123,3.122215878,2.418301291,1.079181246,1.919078092,2.870403905,1.643452676,2.08278537,2.190331698,1.907316229,-0.225483013,1.361727836
AM,Sapajus_apella,M,y,16,48,-43.45,-2.617,1.434568904,1.929418926,1.908485019,2.7355989,2.514547753,2.348304863,2.017033339,2.424881637,2.445604203,2.445604203,2.424881637,3.233757363,2.552668216,0.84509804,1.954242509,2.987666265,1.414973348,1.414973348,2.987666265,1.945387343,-0.282329485,1.113943352
AM,Sapajus_apella,M,y,16,49,-43.45,-2.617,1.434568904,1.929418926,1.908485019,2.7355989,2.514547753,2.348304863,2.017033339,2.424881637,2.445604203,2.445604203,2.424881637,3.233757363,2.552668216,0.84509804,1.954242509,2.987666265,1.414973348,1.414973348,2.987666265,1.945387343,-0.282329485,1.113943352
AM,Sapajus_apella,F,y,3,50,-63.467,-8.75,1.414973348,2.012837225,1.857332496,2.762678564,2.51851394,2.271841607,2.155336037,2.411619706,2.408239965,2.426511261,2.401400541,3.359835482,2.558708571,1.361727836,1.799340549,3.004321374,1.991226076,2.699837726,2.274157849,2.038624145,-0.069050976,1.491361694
AM,Sapajus_apella,M,y,42,51,-70.783,-7.383,1.408239965,2.021189299,1.908485019,2.67669361,2.499687083,2.271841607,2.11058971,2.409933123,2.396199347,2.416640507,2.394451681,3.36660971,2.460897843,1.763427994,1.633468456,2.926856709,2.352182518,2.764176132,2.482873584,2.057140214,-0.010550177,1.612783857
AM,Sapajus_apella,M,y,42,52,-70.783,-7.383,1.408239965,2.021189299,1.908485019,2.67669361,2.499687083,2.271841607,2.11058971,2.409933123,2.396199347,2.416640507,2.394451681,3.36660971,2.460897843,1.763427994,1.633468456,2.926856709,2.352182518,2.764176132,2.482873584,2.057140214,-0.010550177,1.612783857
AM,Sapajus_apella,F,y,42,53,-70.783,-7.383,1.408239965,2.021189299,1.908485019,2.67669361,2.499687083,2.271841607,2.11058971,2.409933123,2.396199347,2.416640507,2.394451681,3.36660971,2.460897843,1.763427994,1.633468456,2.926856709,2.352182518,2.764176132,2.482873584,2.057140214,-0.010550177,1.612783857
AM,Sapajus_apella,F,y,42,54,-70.783,-7.383,1.408239965,2.021189299,1.908485019,2.67669361,2.499687083,2.271841607,2.11058971,2.409933123,2.396199347,2.416640507,2.394451681,3.36660971,2.460897843,1.763427994,1.633468456,2.926856709,2.352182518,2.764176132,2.482873584,2.057140214,-0.010550177,1.612783857
AM,Sapajus_apella,F,y,42,55,-70.783,-7.383,1.408239965,2.021189299,1.908485019,2.67669361,2.499687083,2.271841607,2.11058971,2.409933123,2.396199347,2.416640507,2.394451681,3.36660971,2.460897843,1.763427994,1.633468456,2.926856709,2.352182518,2.764176132,2.482873584,2.057140214,-0.010550177,1.612783857
AM,Sapajus_apella,F,y,42,56,-70.783,-7.383,1.408239965,2.021189299,1.908485019,2.67669361,2.499687083,2.271841607,2.11058971,2.409933123,2.396199347,2.416640507,2.394451681,3.36660971,2.460897843,1.763427994,1.633468456,2.926856709,2.352182518,2.764176132,2.482873584,2.057140214,-0.010550177,1.612783857
AM,Sapajus_apella,M,y,42,57,-70.783,-7.383,1.408239965,2.021189299,1.908485019,2.67669361,2.499687083,2.271841607,2.11058971,2.409933123,2.396199347,2.416640507,2.394451681,3.36660971,2.460897843,1.763427994,1.633468456,2.926856709,2.352182518,2.764176132,2.482873584,2.057140214,-0.010550177,1.612783857
AM,Sapajus_apella,M,y,3,58,-63.467,-8.75,1.414973348,2.012837225,1.857332496,2.762678564,2.51851394,2.271841607,2.155336037,2.411619706,2.408239965,2.426511261,2.401400541,3.359835482,2.558708571,1.361727836,1.799340549,3.004321374,1.991226076,2.699837726,2.274157849,2.038624145,-0.069050976,1.491361694
AM,Sapajus_apella,F,y,42,59,-70.783,-7.383,1.408239965,2.021189299,1.908485019,2.67669361,2.499687083,2.271841607,2.11058971,2.409933123,2.396199347,2.416640507,2.394451681,3.36660971,2.460897843,1.763427994,1.633468456,2.926856709,2.352182518,2.764176132,2.482873584,2.057140214,-0.010550177,1.612783857
AM,Sapajus_apella,M,y,42,60,-70.783,-7.383,1.408239965,2.021189299,1.908485019,2.67669361,2.499687083,2.271841607,2.11058971,2.409933123,2.396199347,2.416640507,2.394451681,3.36660971,2.460897843,1.763427994,1.633468456,2.926856709,2.352182518,2.764176132,2.482873584,2.057140214,-0.010550177,1.612783857
AM,Sapajus_apella,M,y,42,61,-70.783,-7.383,1.408239965,2.021189299,1.908485019,2.67669361,2.499687083,2.271841607,2.11058971,2.409933123,2.396199347,2.416640507,2.394451681,3.36660971,2.460897843,1.763427994,1.633468456,2.926856709,2.352182518,2.764176132,2.482873584,2.057140214,-0.010550177,1.612783857
AM,Sapajus_apella,M,y,44,62,-66.683,-1.867,1.409933123,1.959041392,1.934498451,2.559906625,2.492760389,2.31386722,2.021189299,2.408239965,2.416640507,2.416640507,2.401400541,3.475816413,2.525044807,2.255272505,1.278753601,2.972665592,2.770115295,2.770115295,2.925312091,2.091096893,0.001733691,1.531478917
AM,Sapajus_apella,M,y,43,63,-65.267,-2.267,1.421603927,1.968482949,1.939519253,2.53529412,2.50242712,2.326335861,2.025305865,2.416640507,2.421603927,2.428134794,2.411619706,3.554852434,2.611723308,2.346352974,1.301029996,3.064083436,2.836324116,2.873901598,2.985426474,2.093072007,0.00086771,1.342422681
SV,Sapajus_libidinosus,M,y,41,64,-45.317,-4.033,1.436162647,2.004321374,1.903089987,2.743509765,2.530199698,2.330413773,2.096910013,2.431363764,2.439332694,2.44870632,2.426511261,3.208978517,2.534026106,1.204119983,1.934498451,2.960946196,1.77815125,2.021189299,2.705863712,1.928926626,-0.225483013,1.079181246
SV,Sapajus_libidinosus,M,y,40,65,-36.617,-9.4,1.371067862,1.977723605,1.838849091,3.200576927,2.489958479,2.235528447,2.136720567,2.334453751,2.392696953,2.399673721,2.326335861,3.049992857,2.271841607,1.322219295,1.812913357,2.745074792,1.959041392,1.991226076,2.681241237,1.757720882,-0.389339845,1.113943352
